#name	chrom	strand	txStart	txEnd
NM_001321724	chr12	+	25150495	25205380
NM_006152	chr12	+	25205180	25261269
NM_001204127	chr12	+	25205180	25261269
NM_001204126	chr12	+	25205180	25261269
NM_001319977	chr12	-	25261222	25348096
NM_001319978	chr12	-	25261222	25348096
NM_001082973	chr12	-	25261222	25348096
NM_001204102	chr12	-	25261222	25348096
NM_018272	chr12	-	25261222	25348096
NM_001204101	chr12	-	25261222	25348096
NM_001082972	chr12	-	25261222	25348096
NM_001001660	chr12	+	25348149	25357949
NM_033360	chr12	-	25357722	25403865
NM_004985	chr12	-	25357722	25403865
NM_152590	chr12	-	25629015	25706217
NM_001256266	chr12	-	25629015	25706217
NM_001145728	chr12	-	25629015	25706217
NM_001145727	chr12	-	25649250	25801496
NM_001145729	chr12	-	25652785	25706217
NR_036188	chr12	-	26026952	26027012
NR_038228	chr12	-	26107587	26112375
NR_038227	chr12	-	26107587	26110518
NM_001164748	chr12	+	26111963	26225807
NM_007211	chr12	+	26111963	26232825
NM_001164747	chr12	+	26126687	26225807
NM_001164746	chr12	+	26205490	26225807
NM_030762	chr12	-	26272958	26278003
NM_001135823	chr12	+	26348268	26387708
NM_005086	chr12	+	26348505	26387708
NM_002223	chr12	-	26488269	26986131
NM_018164	chr12	-	27058111	27091254
NM_001171888	chr12	+	27091304	27113679
NM_001171887	chr12	+	27091304	27119581
NM_015633	chr12	+	27091304	27119581
NM_016551	chr12	-	27124505	27167339
NM_001271811	chr12	+	27175454	27183606
NM_004264	chr12	+	27175454	27183606
NR_073464	chr12	+	27175454	27183606
NR_073463	chr12	+	27175454	27183606
NM_001080406	chr12	-	27233989	27235455
NM_015000	chr12	+	27397077	27478890
NM_001248002	chr12	+	27485786	27578746
NM_001248003	chr12	+	27485786	27578746
NM_001248004	chr12	+	27485786	27578746
NM_001248005	chr12	+	27485786	27578746
NM_020183	chr12	+	27485786	27578746
NR_109975	chr12	-	27542721	27599567
NM_001145010	chr12	+	27619742	27655118
NM_177444	chr12	+	27677044	27848497
NM_001198915	chr12	+	27677044	27848497
NM_003622	chr12	+	27677044	27848497
NM_001198916	chr12	+	27677044	27848497
NM_001029874	chr12	+	27849451	27850522
NM_001190864	chr12	+	27863705	27909237
NM_021821	chr12	+	27863705	27909237
NM_001146221	chr12	-	27915598	27924209
NM_020782	chr12	+	27933186	27955973
NM_198966	chr12	-	28111016	28122894
NM_198965	chr12	-	28111016	28124916
NM_002820	chr12	-	28115253	28124916
NM_198964	chr12	-	28115253	28122894
NM_018318	chr12	+	28343359	28703099
NM_001330367	chr12	+	28343359	28703099
NM_001271783	chr12	+	29301935	29488549
NM_001271784	chr12	+	29376555	29488549
NM_018099	chr12	+	29376555	29488549
NR_103860	chr12	-	29433348	29470781
NM_016570	chr12	-	29493578	29534143
NR_073171	chr12	+	29542226	29617863
NR_073170	chr12	+	29542226	29617863
NR_073172	chr12	+	29542226	29640257
NM_183378	chr12	-	29580488	29650619
NM_001193451	chr12	-	29653745	29936743
NM_175861	chr12	-	29653745	29937692
NM_006390	chr12	-	30781914	30848929
NM_001190995	chr12	-	30781914	30830178
NM_001319844	chr12	-	30862485	30907824
NM_032156	chr12	-	30862485	30907448
NM_001206856	chr12	-	30862485	30907448
NM_023925	chr12	-	30862485	30907448
NM_001319845	chr12	-	30862485	30907824
NM_001319843	chr12	-	30862485	30907448
NM_001319842	chr12	-	30862485	30907448
NM_001319846	chr12	-	30862485	30907884
NM_001002259	chr12	-	30862485	30907448
NR_135046	chr12	+	30908007	30933673
NR_040245	chr12	+	30948614	30955645
NM_001080509	chr12	+	31079837	31149537
NR_038927	chr12	-	31173696	31226781
NM_004399	chr12	+	31226778	31257725
NM_001257145	chr12	+	31226778	31257725
NM_001257144	chr12	+	31226778	31257725
NM_030653	chr12	+	31226778	31257725
NM_152438	chr12	+	31226778	31257725
NM_001135812	chr12	-	31433519	31479159
NM_001135811	chr12	-	31433519	31479121
NM_021238	chr12	-	31433519	31479121
NR_026806	chr12	+	31477249	31478879
NM_001308339	chr12	-	31535156	31743376
NM_144973	chr12	-	31535156	31743952
NR_046909	chr12	+	31742856	31768285
NM_001135864	chr12	+	31800093	31822016
NM_173802	chr12	+	31812120	31822016
NM_001135863	chr12	+	31812608	31822016
NM_001113402	chr12	-	31824070	31882108
NM_001278411	chr12	-	31824070	31882108
NM_001278412	chr12	-	31824070	31882108
NR_103522	chr12	-	31824070	31882108
NR_103523	chr12	-	31824070	31882108
NM_001013699	chr12	-	31944118	31945175
NR_135029	chr12	-	32029902	32040137
NM_018169	chr12	+	32112352	32146043
NM_001714	chr12	+	32260184	32531141
NM_001003398	chr12	+	32260184	32531141
NM_001304481	chr12	+	32638905	32798984
NM_001330374	chr12	+	32638905	32798984
NM_139241	chr12	+	32654976	32798984
NM_001304483	chr12	+	32654976	32791863
NM_001304484	chr12	+	32654976	32798984
NM_001330373	chr12	+	32654976	32798984
NM_001304480	chr12	+	32687226	32798984
NM_012063	chr12	+	32832133	32898584
NM_001278464	chr12	+	32832133	32898584
NM_001278463	chr12	+	32832133	32898584
NM_001278466	chr12	+	32832133	32898584
NM_001278465	chr12	+	32832133	32898584
NM_005690	chr12	+	32832133	32898584
NM_012062	chr12	+	32832133	32898584
NM_001330380	chr12	+	32832133	32898584
NM_001040436	chr12	-	32899477	32908887
NM_004572	chr12	-	32943679	33049780
NM_001005242	chr12	-	32943679	33049780
NM_198992	chr12	-	33528347	33592754
NM_032834	chr12	+	34175215	34181236
NM_001013620	chr12	+	38710556	38723528
NM_001308340	chr12	+	38710556	38723528
NM_153634	chr12	-	39046001	39299420
NM_001173465	chr12	-	39687029	39837192
NM_001173464	chr12	-	39687029	39837192
NM_017641	chr12	-	39687029	39837192
NM_001173463	chr12	-	39687029	39837192
NM_005164	chr12	-	39945021	40013843
NM_001031748	chr12	+	40019968	40115720
NR_135051	chr12	+	40019968	40302102
NM_001319247	chr12	+	40019968	40085989
NM_052885	chr12	-	40148822	40499661
NM_198578	chr12	+	40618812	40763086
NM_173600	chr12	+	40787195	40964557
NM_001843	chr12	+	41086243	41466213
NM_001256063	chr12	+	41086243	41366519
NM_001256064	chr12	+	41221739	41366519
NM_175038	chr12	+	41302158	41466213
NM_001164595	chr12	+	41582249	41968392
NM_013377	chr12	+	41831540	41968392
NR_135041	chr12	+	42157990	42159383
NR_135040	chr12	+	42157990	42159383
NM_001099650	chr12	-	42475647	42538673
NM_173601	chr12	-	42475647	42538673
NM_001320080	chr12	-	42550906	42632170
NM_005748	chr12	-	42550906	42632170
NR_135139	chr12	-	42550906	42632170
NR_135140	chr12	-	42550906	42632170
NM_001190979	chr12	-	42550906	42632170
NM_001190977	chr12	-	42550906	42632170
NM_001190980	chr12	-	42625025	42632170
NM_033114	chr12	-	42705887	42719932
NR_107005	chr12	-	42717501	42717661
NM_001143787	chr12	+	42719946	42842422
NM_016488	chr12	+	42719946	42842422
NM_001143789	chr12	+	42719946	42835765
NM_001143788	chr12	+	42719946	42835765
NM_201440	chr12	+	42719946	42835765
NM_201438	chr12	+	42719946	42793227
NM_201439	chr12	+	42719946	42835765
NM_201515	chr12	+	42719946	42835765
NM_001144881	chr12	-	42852139	42877416
NM_001144882	chr12	-	42852139	42877797
NM_001144883	chr12	-	42852139	42877797
NM_153026	chr12	-	42852139	42983572
NR_110042	chr12	-	43009304	43040300
NR_135026	chr12	+	43040384	43076618
NR_135027	chr12	+	43040384	43080503
NR_135028	chr12	+	43086017	43110921
NM_025003	chr12	-	43747668	43945774
NM_031292	chr12	-	44122409	44152620
NM_001271826	chr12	-	44122409	44152620
NM_001098614	chr12	-	44122409	44152576
NM_001098615	chr12	-	44122411	44152561
NM_001114182	chr12	+	44152746	44183346
NM_016123	chr12	+	44152746	44183346
NM_001145258	chr12	+	44152746	44183346
NM_001145257	chr12	+	44152746	44183346
NM_001145256	chr12	+	44152746	44183346
NR_073473	chr12	-	44187525	44200178
NR_073472	chr12	-	44187525	44200178
NM_001242397	chr12	-	44187525	44200178
NM_002822	chr12	-	44187525	44200178
NM_001286211	chr12	+	44229663	44783545
NM_001286212	chr12	+	44229663	44783545
NM_001286213	chr12	+	44229663	44783545
NM_032256	chr12	+	44229663	44783545
NM_001145109	chr12	-	44902057	45269444
NM_001145108	chr12	-	44902057	45270247
NM_006159	chr12	-	44902057	45270247
NM_001145107	chr12	-	44902057	45270633
NM_001145110	chr12	-	44902057	45307711
NM_001004329	chr12	-	45408538	45444882
NR_026583	chr12	-	45456400	45459194
NR_037144	chr12	-	45566816	45609789
NR_001571	chr12	-	45580873	45581252
NM_001204803	chr12	+	45609769	45826134
NM_001142679	chr12	+	45609769	45834187
NM_001025356	chr12	+	45609769	45826134
NM_001142678	chr12	+	45686465	45826134
NR_028408	chr12	-	46119502	46121704
NM_152641	chr12	+	46123491	46301823
NM_001347839	chr12	+	46123491	46287699
NM_004719	chr12	-	46312913	46384401
NM_001278389	chr12	-	46576839	46660278
NM_001278388	chr12	-	46576839	46663208
NM_001278387	chr12	-	46576839	46663208
NM_030674	chr12	-	46576840	46663208
NM_001077484	chr12	-	46576840	46663208
NM_001278390	chr12	-	46589507	46661770
NM_001307936	chr12	-	46751970	46766645
NM_018976	chr12	-	46751970	46766645
NR_125377	chr12	+	46777458	47046362
NR_125378	chr12	+	46777458	47046362
NR_125379	chr12	+	46777458	47046362
NR_125380	chr12	+	46777458	47046362
NR_125381	chr12	+	46777889	47046362
NM_018018	chr12	-	47158543	47219780
NM_001143824	chr12	-	47158543	47219780
NM_181847	chr12	-	47469489	47473734
NM_001143668	chr12	-	47470382	47473734
NM_001281429	chr12	+	47473385	47630446
NM_138371	chr12	+	47473385	47630446
NR_039847	chr12	+	47581594	47581674
NR_026544	chr12	-	47602202	47610226
NR_135024	chr12	-	47699699	47701182
NR_039715	chr12	-	47757968	47758052
NM_024604	chr12	-	48055714	48099844
NM_001146076	chr12	-	48055714	48099844
NM_001146075	chr12	-	48055714	48099844
NM_006025	chr12	-	48103517	48119355
NM_001172440	chr12	-	48103517	48119355
NM_001172439	chr12	-	48103517	48119355
NM_006105	chr12	-	48128452	48152244
NM_001098532	chr12	-	48128452	48152181
NM_001098531	chr12	-	48128452	48152889
NM_017842	chr12	+	48166966	48176536
NM_001308090	chr12	-	48176493	48213763
NM_015401	chr12	-	48176493	48213763
NM_001098416	chr12	-	48176493	48213763
NM_000376	chr12	-	48235319	48298814
NM_001017535	chr12	-	48235319	48298814
NM_001017536	chr12	-	48235319	48298814
NM_001143841	chr12	+	48357329	48362661
NM_024056	chr12	+	48357329	48362661
NM_001143843	chr12	+	48357329	48362661
NM_001143842	chr12	+	48357329	48362661
NM_001844	chr12	-	48366747	48398285
NM_033150	chr12	-	48366747	48398285
NM_001267594	chr12	-	48436680	48500091
NM_001267595	chr12	-	48436680	48499775
NR_051992	chr12	-	48436680	48499775
NR_051991	chr12	-	48436680	48499775
NM_001166686	chr12	+	48499655	48540187
NM_000289	chr12	+	48513012	48540187
NM_001166688	chr12	+	48516429	48540187
NM_001166687	chr12	+	48516429	48540187
NR_106760	chr12	+	48526579	48526650
NM_001319298	chr12	-	48541570	48551378
NM_001319301	chr12	-	48541570	48551378
NM_001319299	chr12	-	48541570	48551378
NM_001319300	chr12	-	48541570	48551378
NM_001319297	chr12	-	48541570	48551378
NM_001319296	chr12	-	48541570	48551378
NM_024095	chr12	-	48541570	48551378
NM_001013635	chr12	+	48577365	48579709
NM_001004134	chr12	-	48596121	48597075
NM_181788	chr12	+	48722762	48724062
NM_001172681	chr12	-	48733792	48744674
NM_152320	chr12	-	48733792	48744674
NM_001172682	chr12	-	48733792	48745029
NM_012404	chr12	+	48866447	48866843
NM_152319	chr12	+	48876285	48890297
NM_001005203	chr12	+	48919414	48921886
NM_002289	chr12	-	48961466	48963829
NM_017822	chr12	-	49046994	49076035
NR_002968	chr12	-	49048164	49048301
NR_031623	chr12	-	49048226	49048313
NR_002950	chr12	-	49050430	49050565
NR_002951	chr12	-	49061239	49061376
NM_001277842	chr12	-	49082240	49110781
NM_001240	chr12	-	49082240	49110781
NR_029448	chr12	+	49121217	49159568
NR_029449	chr12	+	49121217	49159569
NM_015270	chr12	-	49159973	49182879
NR_039850	chr12	-	49165757	49165820
NR_110019	chr12	+	49182929	49184318
NR_110020	chr12	+	49183358	49184318
NM_001206917	chr12	+	49208214	49222726
NM_001206916	chr12	+	49209356	49222726
NM_000725	chr12	+	49212253	49222726
NM_001206915	chr12	+	49212253	49222726
NM_004818	chr12	-	49223538	49245957
NM_014470	chr12	-	49250915	49259653
NM_001286957	chr12	+	49297892	49315359
NM_033124	chr12	+	49297892	49315359
NM_001143781	chr12	-	49315741	49318664
NM_016594	chr12	-	49315741	49319330
NM_001143782	chr12	-	49316908	49319330
NM_001659	chr12	-	49329991	49351252
NM_003394	chr12	-	49359122	49365641
NM_005430	chr12	+	49372235	49376396
NM_015086	chr12	-	49388932	49393088
NM_001206710	chr12	-	49396054	49412531
NM_001206709	chr12	-	49396054	49412629
NM_002733	chr12	-	49396054	49412629
NM_003482	chr12	-	49412757	49449107
NM_001303126	chr12	-	49458458	49463808
NM_144593	chr12	-	49458458	49463808
NR_130123	chr12	-	49458458	49463808
NM_021044	chr12	-	49480438	49488602
NM_001300751	chr12	-	49490922	49504683
NM_018113	chr12	-	49490922	49504683
NM_001300750	chr12	-	49490922	49504683
NM_006082	chr12	-	49521566	49525304
NM_001270400	chr12	-	49578577	49583107
NM_006009	chr12	-	49578577	49583107
NM_001270399	chr12	-	49578577	49583107
NM_001303114	chr12	+	49621708	49667121
NM_001303115	chr12	+	49621708	49667121
NM_001303117	chr12	+	49621708	49667121
NM_001303116	chr12	+	49621708	49667121
NM_032704	chr12	+	49658781	49667121
NR_120449	chr12	-	49686413	49718359
NM_006262	chr12	+	49688908	49692481
NM_005480	chr12	+	49716970	49725514
NM_001278324	chr12	+	49716970	49718171
NM_001100620	chr12	+	49716970	49718171
NM_001008223	chr12	-	49726199	49730971
NM_001304944	chr12	+	49740699	49747467
NM_024902	chr12	+	49740699	49747467
NM_023071	chr12	+	49760687	49921207
NM_001293286	chr12	+	49760687	49921209
NR_120663	chr12	+	49760687	49921209
NM_001293285	chr12	+	49760687	49921209
NR_033267	chr12	+	49782956	49786116
NM_001314030	chr12	+	49932939	49952095
NM_012284	chr12	+	49932939	49952095
NM_001278341	chr12	-	49952076	49961928
NM_006337	chr12	-	49952076	49961928
NM_001012300	chr12	-	49952085	49960222
NR_027450	chr12	-	49976657	49999410
NM_032130	chr12	-	49981287	49999433
NM_001031698	chr12	+	50017196	50038452
NM_012272	chr12	+	50017402	50038452
NM_198900	chr12	-	50031723	50101197
NM_175736	chr12	-	50031723	50101197
NM_003217	chr12	+	50135292	50158717
NM_001098576	chr12	+	50135591	50158717
NM_001037806	chr12	-	50184928	50222208
NR_027501	chr12	+	50222325	50234937
NR_027500	chr12	+	50222325	50234937
NR_027499	chr12	+	50222325	50234937
NM_181708	chr12	-	50229825	50236912
NM_012306	chr12	-	50260678	50297760
NR_026948	chr12	-	50302665	50305646
NR_110048	chr12	+	50305735	50320122
NM_000486	chr12	+	50344523	50352664
NR_110591	chr12	-	50345294	50356566
NR_110590	chr12	-	50345749	50356705
NR_110589	chr12	-	50353234	50356707
NM_001651	chr12	+	50355278	50359465
NM_001652	chr12	+	50366619	50370922
NM_001320000	chr12	-	50382944	50419340
NM_001320003	chr12	-	50382944	50419340
NM_001126103	chr12	-	50382944	50419340
NM_001126104	chr12	-	50382944	50419340
NM_001320005	chr12	-	50382944	50419340
NM_001320006	chr12	-	50382944	50419340
NM_001320007	chr12	-	50382944	50419340
NM_013277	chr12	-	50382944	50419340
NM_001320004	chr12	-	50382944	50419340
NM_001320001	chr12	-	50382944	50419340
NM_001320002	chr12	-	50382944	50419340
NM_001319999	chr12	-	50382944	50419340
NM_001095	chr12	+	50451419	50477405
NR_046389	chr12	+	50451419	50477405
NM_020039	chr12	+	50451419	50477405
NM_001256830	chr12	+	50467367	50477405
NM_139071	chr12	+	50478982	50494494
NM_003076	chr12	+	50478982	50494494
NM_001257199	chr12	+	50497601	50505103
NM_005276	chr12	+	50497601	50505103
NM_001257133	chr12	+	50505763	50514240
NM_001257134	chr12	+	50505763	50514240
NM_032901	chr12	+	50505763	50514240
NR_104035	chr12	-	50523088	50561316
NM_001281731	chr12	-	50523088	50561316
NM_147190	chr12	-	50523088	50561316
NM_001331069	chr12	-	50523088	50561316
NM_001331070	chr12	-	50523088	50561316
NM_001331071	chr12	-	50523088	50561316
NM_001331072	chr12	-	50523088	50561316
NM_001331073	chr12	-	50523088	50561316
NR_138532	chr12	-	50523088	50561316
NR_138533	chr12	-	50523088	50561316
NR_138534	chr12	-	50523088	50561316
NR_138535	chr12	-	50523088	50561316
NR_138536	chr12	-	50523088	50561316
NM_001113547	chr12	-	50569562	50616488
NM_016357	chr12	-	50569562	50677353
NM_001243775	chr12	-	50569562	50595316
NM_001113546	chr12	-	50569562	50677353
NR_031625	chr12	-	50627924	50627995
NM_001145475	chr12	-	50721094	50790405
NM_199190	chr12	+	50794591	50873788
NM_199188	chr12	+	50794591	50873788
NM_001170808	chr12	+	50794591	50873788
NM_001170803	chr12	+	50794591	50873788
NR_033200	chr12	+	50794591	50855272
NM_001170804	chr12	+	50794591	50855272
NM_052879	chr12	+	50794591	50873788
NM_001330415	chr12	+	50794591	50873788
NR_132753	chr12	+	50850353	50850569
NM_173602	chr12	+	50898767	51142450
NM_005171	chr12	+	51157788	51214943
NM_182559	chr12	+	51236700	51281663
NM_014033	chr12	+	51318533	51326300
NM_001109619	chr12	+	51347781	51364289
NM_001174127	chr12	-	51373565	51420199
NR_033422	chr12	-	51373565	51420199
NM_001174126	chr12	-	51373565	51420199
NM_001174125	chr12	-	51379774	51422058
NR_033421	chr12	-	51379774	51420199
NM_000617	chr12	-	51379774	51420199
NM_001174128	chr12	-	51379774	51420199
NM_001174129	chr12	-	51379774	51419924
NM_001174130	chr12	-	51379774	51403053
NM_015416	chr12	+	51442081	51454207
NR_045019	chr12	+	51442081	51454207
NR_045020	chr12	+	51442081	51454207
NR_045018	chr12	+	51442081	51454207
NM_001300765	chr12	+	51442081	51454207
NM_001243689	chr12	+	51442081	51454207
NR_045017	chr12	+	51442099	51454207
NR_045072	chr12	-	51454987	51477437
NM_030809	chr12	-	51454987	51477454
NM_001173452	chr12	-	51487538	51566926
NM_005653	chr12	-	51487538	51566926
NM_001173453	chr12	-	51487538	51566926
NM_002702	chr12	-	51580718	51591950
NR_026893	chr12	-	51580718	51611539
NM_001330422	chr12	-	51580718	51611539
NM_001136268	chr12	+	51632507	51637717
NM_001136267	chr12	+	51632507	51637717
NM_014764	chr12	+	51632507	51637717
NM_001136269	chr12	+	51632507	51640501
NM_001136266	chr12	+	51632507	51637717
NM_001136264	chr12	+	51632507	51637717
NM_001033873	chr12	-	51639132	51663994
NM_001031628	chr12	-	51639132	51664202
NM_001290008	chr12	-	51674821	51717982
NM_001290007	chr12	-	51674821	51718464
NM_016293	chr12	-	51674821	51717982
NM_001290009	chr12	-	51674821	51717982
NM_001971	chr12	-	51722226	51740463
NM_007210	chr12	-	51745832	51785200
NM_001258401	chr12	+	51785100	51909547
NM_001267615	chr12	+	51785100	51868361
NR_047672	chr12	+	51818593	51834963
NM_001258402	chr12	+	51818593	51868361
NM_001039960	chr12	+	51818593	51909547
NM_001258403	chr12	+	51818900	51874391
NM_014191	chr12	+	51985019	52206648
NM_001177984	chr12	+	51985019	52206648
NM_001330260	chr12	+	51985019	52206648
NM_001013690	chr12	-	52211675	52225701
NR_135803	chr12	+	52242006	52246513
NM_001130015	chr12	+	52281792	52285505
NM_001304459	chr12	+	52281792	52285505
NM_001304460	chr12	+	52281792	52285505
NM_182608	chr12	+	52281792	52285505
NM_000020	chr12	+	52301201	52317145
NM_001077401	chr12	+	52306112	52317145
NM_004302	chr12	+	52345450	52390863
NM_020328	chr12	+	52345450	52390863
NM_020327	chr12	+	52347163	52390863
NM_181711	chr12	+	52400728	52409673
NM_001271856	chr12	+	52404275	52409673
NM_001202233	chr12	+	52416615	52453291
NM_001202234	chr12	+	52431498	52453291
NM_002135	chr12	+	52445185	52453291
NM_173157	chr12	+	52445185	52453291
NM_001098673	chr12	+	52463757	52471279
NM_021934	chr12	+	52463757	52471279
NR_120437	chr12	+	52473479	52502103
NR_120438	chr12	+	52478529	52486069
NR_120439	chr12	+	52478529	52502103
NR_120440	chr12	+	52487352	52502103
NM_182507	chr12	-	52562779	52585784
NM_001081492	chr12	-	52562779	52585784
NM_001242696	chr12	-	52599364	52604639
NR_027358	chr12	+	52604713	52617665
NM_005556	chr12	+	52626953	52642709
NM_001320198	chr12	+	52668428	52702947
NM_002281	chr12	-	52679696	52685299
NM_002282	chr12	-	52708084	52715182
NM_002283	chr12	-	52753789	52761309
NM_001300810	chr12	-	52753789	52758406
NM_033045	chr12	-	52771595	52779417
NM_033033	chr12	-	52787734	52800176
NM_004693	chr12	-	52817853	52828110
NM_005555	chr12	-	52840434	52845910
NM_173086	chr12	-	52862299	52867569
NM_005554	chr12	-	52880957	52887181
NM_000424	chr12	-	52908358	52914243
NM_033448	chr12	-	52937692	52946931
NM_175053	chr12	-	52959602	52967609
NM_080747	chr12	-	52979372	52995322
NM_001146226	chr12	-	52979372	52995322
NM_001146225	chr12	-	52979372	52995322
NM_175068	chr12	-	53001353	53012343
NR_126005	chr12	+	53003634	53009089
NM_000423	chr12	-	53038341	53045959
NM_006121	chr12	-	53068519	53074191
NM_175078	chr12	-	53083410	53097247
NM_015848	chr12	-	53161938	53171129
NM_057088	chr12	-	53183468	53189892
NM_002272	chr12	-	53200326	53207900
NM_175834	chr12	-	53215230	53228077
NM_001300814	chr12	-	53231587	53242067
NM_173352	chr12	-	53231587	53242778
NR_045962	chr12	-	53290970	53343650
NM_001256282	chr12	-	53290970	53320253
NM_002273	chr12	-	53290970	53298868
NM_001256293	chr12	-	53290970	53343650
NM_199187	chr12	+	53342654	53346685
NM_000224	chr12	+	53342842	53346685
NM_001300821	chr12	+	53400041	53435999
NM_001330654	chr12	+	53400041	53435999
NM_001417	chr12	+	53400041	53435999
NR_033854	chr12	-	53436972	53448222
NM_198316	chr12	+	53440809	53458162
NM_015319	chr12	+	53442732	53458162
NM_170754	chr12	+	53443834	53458162
NR_106815	chr12	+	53450727	53450796
NM_032840	chr12	-	53458099	53473204
NM_002178	chr12	+	53491435	53496128
NM_003578	chr12	+	53497273	53518323
NM_001244706	chr12	-	53551446	53558277
NM_001244705	chr12	-	53551446	53574693
NM_015989	chr12	-	53551446	53574430
NM_001004304	chr12	+	53574534	53584654
NM_000889	chr12	-	53585101	53601091
NR_104181	chr12	-	53585101	53601091
NM_001243730	chr12	-	53604349	53626040
NM_001243732	chr12	-	53604349	53614197
NM_001243731	chr12	-	53604349	53626040
NM_001042728	chr12	-	53604349	53614197
NM_000966	chr12	-	53604349	53626040
NM_001170790	chr12	+	53645369	53648190
NM_032889	chr12	+	53645875	53648190
NM_012291	chr12	+	53662082	53687427
NM_145897	chr12	+	53689234	53693234
NM_002624	chr12	+	53689234	53693234
NM_021640	chr12	+	53693469	53700965
NM_001173466	chr12	-	53701239	53715412
NM_015665	chr12	-	53701239	53715412
NM_152860	chr12	-	53720359	53729537
NM_001173467	chr12	-	53720359	53730167
NM_001300837	chr12	-	53720359	53738577
NM_001251825	chr12	+	53773978	53810226
NM_138473	chr12	+	53773978	53810226
NM_003109	chr12	+	53774427	53810226
NM_001164690	chr12	+	53817638	53825456
NM_001164691	chr12	+	53817638	53825456
NM_020547	chr12	+	53817638	53825456
NM_018457	chr12	+	53835432	53840427
NM_001005354	chr12	+	53835432	53840427
NM_001128912	chr12	+	53845885	53874946
NM_031989	chr12	+	53845885	53874946
NM_001098620	chr12	+	53845885	53874946
NM_005016	chr12	+	53845885	53874946
NM_001128914	chr12	+	53845885	53874946
NM_001128913	chr12	+	53845885	53874946
NM_001128911	chr12	+	53845885	53874946
NR_109828	chr12	+	53858251	53858841
NM_001193511	chr12	-	53874275	53893444
NM_006301	chr12	-	53874275	53893444
NM_004178	chr12	+	53894704	53900215
NM_134323	chr12	+	53894704	53900215
NM_134324	chr12	+	53895376	53900215
NM_001320296	chr12	-	53900471	53901422
NM_003717	chr12	-	53900471	53901422
NR_073163	chr12	-	53901639	54020199
NM_006856	chr12	-	53905842	54020199
NM_001130060	chr12	-	53905842	54020199
NR_046221	chr12	+	53907767	53911392
NM_001206683	chr12	-	53936668	54019780
NM_001206682	chr12	-	53936668	54020199
NM_005176	chr12	-	54058943	54070109
NM_001330269	chr12	-	54058943	54069203
NM_001002031	chr12	-	54058943	54070512
NM_020898	chr12	-	54104901	54121307
NR_026554	chr12	-	54104901	54121307
NM_001143682	chr12	-	54104902	54121307
NR_104333	chr12	-	54144230	54145619
NR_104332	chr12	-	54144230	54150818
NR_047507	chr12	-	54329111	54333427
NM_017410	chr12	+	54332575	54340328
NM_173860	chr12	+	54348651	54350390
NR_047518	chr12	-	54356091	54362698
NR_047517	chr12	-	54356091	54368740
NR_003716	chr12	-	54356091	54362540
NM_014212	chr12	+	54366909	54370203
NR_047506	chr12	-	54377734	54379303
NM_017409	chr12	+	54378945	54384062
NR_029617	chr12	+	54385521	54385631
NR_047505	chr12	-	54388991	54390569
NR_047504	chr12	-	54392805	54393794
NM_006897	chr12	+	54393902	54397120
NM_022658	chr12	+	54402889	54406545
NR_003084	chr12	+	54410635	54429144
NM_014620	chr12	+	54410635	54449814
NM_153693	chr12	+	54410635	54424607
NM_004503	chr12	+	54422193	54424607
NM_018953	chr12	+	54426831	54429144
NR_030753	chr12	+	54427733	54427829
NM_153633	chr12	+	54447660	54449814
NR_026655	chr12	+	54452037	54516018
NR_026658	chr12	-	54472622	54475607
NR_026657	chr12	+	54495992	54496483
NR_026656	chr12	+	54519854	54526626
NM_001243787	chr12	-	54574141	54582778
NM_001243788	chr12	-	54574141	54582778
NM_014311	chr12	-	54574141	54582778
NM_001243789	chr12	-	54575238	54582741
NM_001243790	chr12	-	54575238	54582741
NM_001243791	chr12	-	54575238	54582778
NR_045039	chr12	-	54575238	54582778
NM_001127322	chr12	-	54624730	54653329
NM_001127321	chr12	-	54624730	54653370
NM_012117	chr12	-	54624730	54673915
NR_039851	chr12	-	54625180	54625260
NM_002136	chr12	+	54674473	54679030
NM_031157	chr12	+	54674473	54679030
NR_135167	chr12	+	54674473	54680872
NR_002944	chr12	+	54674532	54678663
NM_001261461	chr12	-	54685890	54694821
NM_006163	chr12	-	54685890	54689563
NM_001136023	chr12	-	54685890	54694821
NR_073424	chr12	+	54718873	54745635
NM_016057	chr12	+	54718873	54745635
NM_001271735	chr12	+	54718873	54745635
NM_001271734	chr12	+	54718873	54745635
NM_001271736	chr12	+	54718873	54745635
NR_029894	chr12	+	54730999	54731098
NR_120486	chr12	+	54747474	54860814
NR_120487	chr12	+	54747474	54860814
NM_020370	chr12	-	54756228	54758270
NM_001290001	chr12	-	54762912	54778514
NM_015481	chr12	-	54762912	54778514
NM_001290002	chr12	-	54762912	54779573
NM_001290004	chr12	-	54762912	54779573
NM_001130967	chr12	-	54762912	54785089
NM_001130968	chr12	-	54762912	54785089
NM_002205	chr12	-	54789044	54813050
NR_120488	chr12	+	54813568	54830891
NM_144594	chr12	-	54849735	54867386
NM_005337	chr12	+	54891494	54936899
NM_001184976	chr12	+	54892567	54936899
NM_000924	chr12	+	54943176	54973023
NM_001288768	chr12	+	54943176	54973023
NM_001288769	chr12	+	54943863	54973023
NM_001165975	chr12	+	54955227	54973023
NM_001315535	chr12	+	54955227	54973023
NM_001315534	chr12	+	54955227	54973023
NM_006741	chr12	-	54973023	54982443
NR_003039	chr12	-	55001970	55004246
